passage_id,chapter,section,subsection,page,cluster,cluster_name,cluster_short,x,y,word_count,text,nn,nn_sim
p0703,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese (CHINESE),242,7,Institutional & Transfer Credit,Transfer Credit,4.327,1.2738,84,"This independent study course, offered by the Language and Culture Center through the Language Learning Studio, gives students an opportunity to build advanced Chinese skills in areas for which regular courses are not offered at Duke Kunshan University. In this course students will work with one of the Chinese language faculty members in the Language Learning Studio to design a language learning plan, and will then work with that faculty member to carry it out for one term. Students may repeat independent study courses.",p1335 p0042 p0039 p0654 p1338,0.739 0.738 0.689 0.682 0.679
p0704,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),243,1,"Advanced Placement, Credit & Electives",AP & Electives,3.9589,3.1877,41,"These credits cannot be counted toward the 136 credit requirement, but they may be counted toward the additional credit requirements for students from the Chinese mainland, Hong Kong, Macau, and Taiwan. (See section on Credits Required for Degrees in Part 3.)",p0060 p0058 p0057 p0172 p0178,0.744 0.742 0.717 0.702 0.684
p0705,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),243,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,6.9804,-2.0631,150,"This course explores the humanistic spirit inherent in Chinese culture and the forms and changes of historically influential political systems. Topics will be closely linked to two aspects of the humanistic spirit and social institutions. On the one hand, it allows students to understand the philosophical spirit and moral reasoning characteristic of Chinese culture, as well as the Chinese political system along with its changes. On the other hand, it enables students to appreciate the intrinsic spirit of Chinese culture featuring introspection, learning, tolerance and constant change, therefore revealing the internal spiritual forces for China’s social institution reforms as well as the universality and uniqueness of contemporary China’s social, political and legal institutions. This course requires class attendance and a final exam (4 credits), as well as a 5000-word social practice report in Chinese (2 credits). Note that this is a compulsory course for all Chinese mainland and HMT students.",p0706 p0882 p0446 p1119 p0678,0.746 0.664 0.655 0.646 0.644
p0706,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),243,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,6.8794,-2.0118,101,"This course reviews the history in which how China, as an ancient civilization, has revived from the fallen state in modern times to a mighty power in today’s world, helping students to understand and perceive Chinese society along with its changing trends with longer-term vision, the connotation of the Chinese national spirit, and the reason why today's China cherishes independence while vigorously promoting opening up. This course requires class attendance and participation in discussion (4 credits), as well as a 7000-word themed paper (2 credits) in Chinese. Note that this is a compulsory course for all Chinese mainland and HMT students.",p0705 p0446 p0913 p0675 p0681,0.746 0.709 0.709 0.701 0.695
p0707,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),243,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,6.9167,-1.9642,101,"This course introduces a series of readings of Chinese classics, including the Four Books that illustrate the core value and belief system of Confucianism, Taoist classics of Lao Tzu and Chuang Tzu, Zen classic of the Sixth Patriarch (Liuzu tanjing), and Sun Tzu's The Art of War. Selected chapters will be covered by combining the readings with the challenges faced by people today, with an emphasis on uncovering the enduring spirit in the books that transcends time. Note that this is an elective course offered for HMT students who need to take extra CHSC courses to replace the military training credits.",p0913 p1119 p0705 p0706 p0710,0.642 0.635 0.628 0.609 0.601
p0708,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),244,1,"Advanced Placement, Credit & Electives",AP & Electives,4.3674,2.9305,72,"This course mainly consists of a series of 8 lectures on domestic and global challenges and issues, as well as the latest developing trends and policies. Students are required to attend 8 lectures from a defined list of lecture series. Students will earn 2 credits after they complete this requirement. The course will be graded on CR/NC basis. Note that this is a compulsory course for all Chinese mainland and HMT students.",p0060 p0032 p0178 p0114 p0172,0.684 0.668 0.661 0.661 0.650
p0709,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),244,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,6.9604,-2.1402,113,"This course is a compulsory course for for all Chinese mainland and HMT students. The course content covers the organically unified basic components of Marxist philosophy, Marxist political economy, and scientific socialism, including: introduction, the materiality and laws of development of the world, the nature and laws of development of knowledge, human society and its laws of development, the nature and laws of capitalism, the development and trends of capitalism, the development and laws of socialism, communism and its ultimate realization. Focusing on both the overall picture and key points, a combination of rigorous logic and vivid expression, a unity of theories and methods are some of the basic characteristics of this course.",p0705 p0706 p0948 p0708 p0871,0.641 0.628 0.604 0.588 0.572
p0710,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),244,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,6.8782,-1.3381,106,"Appreciation of World Chinese Literature Classics is a course that explores the beauty of world Chinese literature and the general rules of people's feelings about its beauty. On the one hand, this course starts with the basic concepts and logical structure of the world Chinese literature classics, and explores their significance in the generation of the language style and discourse system of the world Chinese literature in the 20th century; on the other hand, it illustrates the types, characteristics and effect on its unique contribution to the aesthetic construction and artistic presentation of Chinese literature, revealing its status and influence in the history of world literature.",p0882 p0913 p0997 p0989 p0690,0.717 0.671 0.652 0.646 0.636
p0711,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Chinese Society and Culture (CHSC),244,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,6.7259,-1.6346,91,"Learning Chinese culture is like drinking sweet tea: you will taste the wisdom of philosophy and culture, the depth of political culture, the profoundness of academic culture, the elegance of aesthetic culture, the freshness of folk culture, the weight of science and technology and the dazzling array of utensils culture. There is a huge space for interpretation between modern MOOC and traditional culture: you will appreciate the spiritual charm of Chinese culture, and finally get the nourishment of personality self-shaping, the wisdom of life journey and the oasis of spiritual habitation.",p1284 p0678 p0706 p0705 p0687,0.642 0.598 0.573 0.572 0.571
p0712,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Design (COMPDSGN),245,10,"Computer Science, Math & Data Science",CS / Math / Data,7.2496,1.2883,116,This seminar is a core component of the interdisciplinary major in Computation and Design. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,p1345 p1344 p0969 p0773 p0772,0.775 0.766 0.757 0.733 0.723
p0713,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),245,1,"Advanced Placement, Credit & Electives",AP & Electives,-0.1522,7.2898,16,Credit for Advanced Placement on the basis of the College Board Examination in Computer Science Principles.,p1316 p1135 p0809 p0808 p0982,0.724 0.723 0.706 0.688 0.683
p0714,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),245,10,"Computer Science, Math & Data Science",CS / Math / Data,7.1925,2.4503,88,"As an introductory course for computer science, this course will bring you not only the fundamental knowledge on a variety of CS topics, but also the essential computational problem-solving skills with hands on programming experience. Successfully completing this course will serve a solid foundation for other courses in the computer science or data science major. It can also bring new concepts and tools to other domains in social science, arts humanities and natural science. This course is an elective course open to everyone, and no specific prerequisite required.",p1318 p0350 p0314 p0351 p0349,0.715 0.663 0.659 0.645 0.626
p0715,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),245,3,Course Prerequisites,Prerequisites,7.3333,5.787,12,Prerequisite(s): None. Not open to students who have credit for STATS 102.,p1330 p1319 p1046 p1222 p1061,0.845 0.799 0.797 0.787 0.785
p0716,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),245,10,"Computer Science, Math & Data Science",CS / Math / Data,7.4807,3.0069,35,"This course covers data and representations, functions, conditions, loops, strings, lists, sets, maps, hash tables, trees, stacks, graphs, object-oriented programming, programming interface and software engineering. While no previous knowledge is required, some background is advantageous.",p0727 p0717 p0721 p0322 p0330,0.759 0.683 0.676 0.652 0.649
p0717,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,10,"Computer Science, Math & Data Science",CS / Math / Data,7.8162,3.3262,40,"This course focuses on the following: mathematical notations, logic, and proof; linear and matrix algebra; graphs, digraphs, trees, representations, and algorithms; counting, permutations, combinations, discrete probability, Markov models; advanced topics from algebraic structures, geometric structures, combinatorial optimization, and number theory.",p0735 p0716 p0727 p0322 p1334,0.722 0.683 0.641 0.612 0.604
p0718,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,3,Course Prerequisites,Prerequisites,7.4504,5.5827,6,Pre/Co-requisite(s): COMPSCI 201 or MATH 202,p0731 p1040 p1044 p0741 p1016,0.952 0.884 0.881 0.879 0.879
p0719,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,10,"Computer Science, Math & Data Science",CS / Math / Data,7.8636,3.2098,32,"This course covers the algorithms and representations used in artificial intelligence. It provides an introduction to and implementation of algorithms for search, planning, decision, theory, logic, Bayesian networks, robotics and machine learning.",p0744 p0328 p0735 p1334 p1328,0.746 0.559 0.550 0.545 0.544
p0720,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,3,Course Prerequisites,Prerequisites,6.9266,6.1238,3,Prerequisite(s): COMPSCI 201,p0739 p0736 p0741 p0734 p0718,0.973 0.964 0.962 0.954 0.863
p0721,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,10,"Computer Science, Math & Data Science",CS / Math / Data,7.2195,2.679,35,"This course focuses on the following: computer structure, assembly language, instruction execution, addressing techniques, and digital representation of data. Computer system organization, logic design, microprogramming, cache and memory systems, and input/output interfaces are also central.",p0716 p0350 p0725 p0351 p0714,0.676 0.675 0.636 0.620 0.607
p0722,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,10,"Computer Science, Math & Data Science",CS / Math / Data,10.7537,-0.3173,36,"Use of computational techniques to operationalize basic concepts from economics. Expressive marketplaces: combinatorial auctions and exchanges, winner determination problem. Game theory: normal and extensive-form games, equilibrium notions, computing equilibria. Mechanism design: auction theory, automated mechanism design.",p0779 p0312 p1299 p0572 p0785,0.457 0.442 0.432 0.429 0.423
p0723,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,3,Course Prerequisites,Prerequisites,7.6555,5.7031,8,"Prerequisite(s): MATH 101 or 105, and STATS 101",p1050 p1035 p1053 p0786 p1303,0.942 0.940 0.913 0.911 0.904
p0724,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),246,4,"Media, Film & Visual Arts",Media & Film,6.7453,1.9341,40,"This course introduces the logical structure of digital media and explores computational media manipulation. The course uses the Python programming language to explore media manipulation and transformation. Topics include spatial and temporal resolution, color, texture, filtering, compression and feature detection.",p1085 p0725 p0353 p0728 p0963,0.560 0.558 0.551 0.521 0.520
p0725,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,10,"Computer Science, Math & Data Science",CS / Math / Data,6.969,2.3518,66,"This course offers an overview and history of computer graphics as well as an introduction to key software technologies and concepts. These include: coordinate systems and geometric transforms; drawing routines, antialiasing, supersampling; 3D object representation, spatial data structures, constructive solid geometry; hidden-surface-removal algorithms, z-buffer, A-buffer; illumination and shading models, surface details, radiosity; achromatic light, color specification, colorimetry, different color models; graphics pipeline; animation, levels of detail.",p0721 p0728 p0966 p1085 p0716,0.636 0.600 0.599 0.586 0.579
p0726,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,3,Course Prerequisites,Prerequisites,7.3145,7.1017,11,Prerequisite(s): COMPSCI 201 or INFOSCI 201 or consent of the Instructor,p0962 p0830 p1294 p1099 p0872,0.927 0.888 0.866 0.861 0.859
p0727,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,10,"Computer Science, Math & Data Science",CS / Math / Data,7.4851,3.0495,39,"This course covers sorting, order statistics, binary search, dynamic programming, greedy algorithms, graph algorithms, minimum spanning trees, shortest paths, SQL, file organization, hashing, sorting, query, schema, transaction management, concurrency control, rash recovery, distributed database, and database as a service.",p0716 p0735 p0742 p0717 p0730,0.759 0.732 0.669 0.641 0.615
p0728,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,10,"Computer Science, Math & Data Science",CS / Math / Data,6.952,2.3994,25,"This course covers image formation and representation, camera geometry and calibration, multiview geometry, stereo, 3D reconstruction from images, motion analysis, image segmentation, and object recognition.",p0725 p0364 p1084 p0724 p0721,0.600 0.532 0.529 0.521 0.499
p0729,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,3,Course Prerequisites,Prerequisites,7.6316,5.6548,3,Prerequisite(s): STATS 302,p0745 p1061 p1330 p1164 p1046,0.868 0.829 0.809 0.793 0.775
p0730,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,10,"Computer Science, Math & Data Science",CS / Math / Data,7.6542,3.195,21,"This course covers Boolean retrieval, dictionary, index, vector space model, score, query, XML, language model, text classification, clustering, and web search.",p0716 p0727 p0717 p0721 p0719,0.643 0.615 0.540 0.540 0.529
p0731,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,3,Course Prerequisites,Prerequisites,7.6047,5.5254,8,"Prerequisite(s): COMPSCI 201, MATH 205, and MATH 202",p0718 p1040 p1324 p1044 p1016,0.952 0.945 0.931 0.929 0.914
p0732,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),247,10,"Computer Science, Math & Data Science",CS / Math / Data,7.8902,3.2228,22,"This course covers speech production and perception, feature extraction, template-based recognition, hidden Markov modeling, language model, sub-word units, robust recognition and applications.",p1333 p1327 p0730 p0721 p1334,0.633 0.497 0.470 0.451 0.419
p0733,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,10,"Computer Science, Math & Data Science",CS / Math / Data,7.3589,2.9344,31,"This course focuses on basic concepts and principles of multiprogrammed operating systems. Topics covered include: processes, interprocess communication, CPU scheduling, mutual exclusion, deadlocks, memory management, I/O devices, file systems, protection mechanisms..",p0721 p0742 p0323 p0727 p0716,0.564 0.492 0.480 0.454 0.446
p0734,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,3,Course Prerequisites,Prerequisites,6.9197,6.0459,11,Prerequisite(s): COMPSCI 201; and COMPSCI 205 as the prerequisite or co-requisite,p0736 p0720 p0739 p0741 p0718,0.957 0.954 0.946 0.934 0.857
p0735,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,10,"Computer Science, Math & Data Science",CS / Math / Data,7.6499,3.1799,31,"This course focuses on the design and analysis of efficient algorithms including sorting, searching, dynamic programming, graph algorithms, fast multiplication, and others. It also includes nondeterministic algorithms and computationally hard problems.",p0727 p0717 p0322 p0716 p1045,0.732 0.722 0.642 0.637 0.589
p0736,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,3,Course Prerequisites,Prerequisites,6.8754,6.0543,6,Prerequisite(s): COMPSCI 201 and COMPSCI 203,p0720 p0734 p0739 p0741 p1319,0.964 0.957 0.948 0.944 0.846
p0737,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,10,"Computer Science, Math & Data Science",CS / Math / Data,7.5072,2.8667,55,"Databases and relational database management systems. Data modeling, database design theory, data definition and manipulation languages, storaging and indexing techniques, query processing and optimization, concurrency control and recovery, database programming interfaces. Current research issues including XML, web data management, data integration and dissemination, data mining. Hands-on programming projects and a term project. Prerequisite(s): COMPSCI 201",p0727 p0330 p0716 p1318 p0320,0.599 0.584 0.545 0.521 0.519
p0738,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,10,"Computer Science, Math & Data Science",CS / Math / Data,7.3766,2.9887,90,"Introduces students to the fundamentals of computer networks. Focuses on layered architecture of the network protocol stack. Case studies will be drawn from the internet, combined with practical programming exercises. Concepts include the internet architecture, HTTP, DNS, P2P, sockets, TCP/IP, BGP, routing protocols, and wireless/mobile networking and their applications such as how to achieve reliable/secure communications over unreliable/insecure channels, how to find a good path through a network, how to share network resources among competing entities, how to find an object in the network, and how to build network applications.",p0322 p0716 p0721 p0742 p0323,0.487 0.480 0.470 0.461 0.448
p0739,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),248,3,Course Prerequisites,Prerequisites,6.8658,6.1317,3,Prerequisite(s): COMPSCI 205,p0720 p0736 p0734 p0741 p0731,0.973 0.948 0.946 0.923 0.849
p0740,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),249,10,"Computer Science, Math & Data Science",CS / Math / Data,7.4444,2.9265,100,"Topics to be covered: software reliability growth models, software failure data analytics, classical software fault tolerance techniques based on design diversity, novel software fault tolerance techniques based on environmental diversity, classification of software faults, software aging and rejuvenation, and software safety, security and survivability. Statistical methods used in this context, methods of predicting software availability during operation, prediction of time to failure and optimal times to rejuvenate will be discussed. Practical application of these ideas will also be presented via case studies of SDN open source software ONOS and ODL, NASA Satellite on-board software, Apache Webserver and Android operating system.",p0733 p0402 p0742 p1038 p0361,0.289 0.254 0.251 0.235 0.234
p0741,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),249,3,Course Prerequisites,Prerequisites,6.9897,5.999,5,Prerequisite(s): COMPSCI 101 or 201,p0720 p0736 p0734 p0739 p1319,0.962 0.944 0.934 0.923 0.880
p0742,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),249,10,"Computer Science, Math & Data Science",CS / Math / Data,7.3909,3.0251,24,"This course covers cloud infrastructures, virtualization, distributed file system, software defined networks and storage, cloud storage, and programming models such as MapReduce and Spark.",p0727 p0716 p0721 p0733 p0326,0.669 0.618 0.542 0.492 0.489
p0743,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),249,3,Course Prerequisites,Prerequisites,6.7954,6.1227,3,Prerequisite(s): COMPSCI 301,p0720 p0739 p0736 p0734 p0741,0.743 0.727 0.721 0.694 0.693
p0744,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),249,10,"Computer Science, Math & Data Science",CS / Math / Data,7.8857,3.2144,30,"This course covers uninformed search, informed search, constraint satisfaction, classical planning, neural network, deep learning, hidden Markov model, Bayesian network, Markov decision process, reinforcement learning, active learning and game theory.",p0719 p1333 p1328 p1334 p1045,0.746 0.523 0.507 0.505 0.505
p0745,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Computer Science (COMPSCI),249,3,Course Prerequisites,Prerequisites,7.5986,5.5902,3,Prerequisite(s): STATS 303,p0729 p1330 p1164 p1061 p1070,0.868 0.850 0.813 0.807 0.792
p0746,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),250,1,"Advanced Placement, Credit & Electives",AP & Electives,0.0468,7.2336,11,Credit for International Baccalaureate (IB) Diploma in Cultural Anthropology or equivalent.,p1029 p0304 p0976 p0862 p0108,0.551 0.517 0.516 0.505 0.499
p0747,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),250,6,"History, Religion & Society",History & Religion,8.5408,-0.2915,53,"This course introduces the key concepts and debates within Cultural Anthropology with topics such as racism and essentialism, kinship, gender and sexuality, globalization, etc. In an age where debates addressing migration, robotics, genetic engineering, and ecological crises abound, questions about how humanity is experienced and defined have become more pertinent than ever before.",p0932 p0591 p0753 p0755 p1312,0.600 0.586 0.571 0.561 0.551
p0748,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),250,4,"Media, Film & Visual Arts",Media & Film,6.4929,-0.3869,137,"This course introduces students to the study of sound and sonic environments in urban spaces. Students will learn about theoretical approaches that approach sound and sonic landscapes as socially cultivated and study listening as a cultural practice. This course includes study of sound and music from different traditions around the world, recorded soundscapes (films, games, installations), built and ecological environments (parks, subways, streets, institutions, clubs, neighborhoods), the politics of making sound, and the history and use of sound technology (sound production, reproduction, reception, acoustic materials). This course introduces students to the study of noise in relation to public life, the representation of public life in sound, the shaping of city living practices by its acoustic architecture, and creative responses of sound in urban activist projects. Students in this course will conduct their own fieldwork on urban soundscapes.",p0568 p0927 p1307 p0505 p1113,0.627 0.579 0.512 0.511 0.488
p0749,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),250,6,"History, Religion & Society",History & Religion,8.3163,0.1485,78,"This course will explore the home as a site of attachment, the house as a place that emerged from social relationships, and housing an infrastructure whose construction is shaped by politicoeconomic forces. The interrelationship between the home, the house, and housing will be discussed. The course will cover contemporary issues of housing such as gentrification, segregation, and eviction. The course will provide broader and deeper understandings of the meanings of home and our relationship to the built environment.",p0755 p1307 p1305 p0276 p1313,0.515 0.503 0.494 0.490 0.481
p0750,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),250,4,"Media, Film & Visual Arts",Media & Film,6.5519,0.5003,74,"New media – ranging from the Internet to Twitter and Facebook, from informational networks to handheld devices – have in recent years drastically influenced the social relations for individual and communities, and have exerted profound influence on social, economic and political life. The course traces the development of new media, their relationship to previous modes of communication and transmission, and how digital technologies influence emerging and changing spheres of economic, political and social exchanges.",p0942 p0943 p1089 p1071 p0752,0.696 0.689 0.684 0.666 0.659
p0751,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),251,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,7.4457,-2.1342,165,"The course provides a critical overview to the anthropology and ethnography of contemporary China. Beginning with the emergence of ethnology in China in the 1920s and 1930s, students will be introduced to some of the key figures in the pre-revolutionary period of China, and the key concepts, theories, and frameworks that emerged during this period in dialogue both with Soviet and British anthropology. The course then turns to the socialist period, and considers early Maoist approaches to the social sciences, and the state project to identify and classify China’s minority nationalities in the 1950s. The post- Mao reform era (1978 to the present) witnesses the globalization of China and the flourishing of a wide range of new kinds of ethnographic projects. This section of the course will pay particular attention to issues of transformations in class, gender, and ethnicity, the study of rural to urban migration, the anthropology of China’s urbanization, environmentalism, commodification and consumption, and the study of development in China’s ethnic border regions.",p0882 p0761 p0948 p0446 p0865,0.698 0.671 0.665 0.662 0.656
p0752,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),251,4,"Media, Film & Visual Arts",Media & Film,6.5167,0.4172,131,"This course is an anthropological examination of 'new media' - their varied forms and histories, how they are used and understood, and their meanings and effects within different communities of users. We will chart a number of technologies deemed 'new' in their day and the social meanings and communities that such technologies generated. We will also explore new media in domains of art and literature, as well as issues of race, gender, sexuality and how other indices of difference come to bear on new media and its use. Most course material will be drawn from anthropology, but will also draw on media studies, visual studies, cultural studies and critical theory, queer and gender theory, history and geography. Students will make use of the Duke library resource page for this class: http://guides.library.duke.edu/new_media.",p1071 p1089 p0509 p0943 p0750,0.703 0.699 0.670 0.660 0.659
p0753,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),251,6,"History, Religion & Society",History & Religion,8.3009,-0.9825,112,"This course examines the current scholarship on the anthropology and interdisciplinary study of global migration, and the ethical predicaments at center of contemporary forms of human mobility. Students will consider the particularities of migratory experiences in different regions of the world, and the different types of local, national, and global moral economies that emerge in these different places and histories. Particular attention will be focused on the political questions that arise when human compassion runs into conflict with the desire to preserve the cultural integrity of one's national identity. The course will draw on ethnographic texts, legal and policy materials, biographies, literature, film, and artistic responses to contemporary migration and refugee crises.",p0767 p0983 p0766 p1001 p0464,0.616 0.610 0.599 0.589 0.588
p0754,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),251,6,"History, Religion & Society",History & Religion,8.8699,-1.1669,93,"The course explores the culture, politics and process of globalization in light of the responses, ideologies, and practices of the anti-globalization movement. We will focus on the interrelationship between the analysis of globalization and policy formulation on such topics as social justice, radical environmentalism, animal rights, labor, migration, poverty, natural resource management, religion and citizenship. Special attention will be focused on the role of social media, film, and photography in anti- and alternative globalization movements. Case studies from the United States, Latin America, South and East Asia, Africa, and Europe will be explored.",p1253 p1001 p0464 p1250 p1102,0.605 0.577 0.575 0.558 0.549
p0755,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),252,6,"History, Religion & Society",History & Religion,8.411,-0.487,124,"This course takes students on a journey into the worlds of gender, labor, and mobility as they intersect in dynamic and intimate ways. Topics include: exploration the concept of gender by using anthropological and sociological theories; examination of foundational concepts in political economy, including the state, the family firm, class, labor, migration and accumulation; ethnographic case studies on factory labor, housework, sex work, the service industry and IT work across Asia, Europe, and North America; analyzing how historical and contemporary pressures of industrialization, urbanization, uneven development, and information technology challenge our assumptions about gendered labor and migration; how care work, domestic labor, intimacy, and affect do not fit singularly into cultural categories of feminine versus masculine; public versus private; or individual versus collective domains.",p0959 p1310 p0747 p1313 p0767,0.608 0.593 0.561 0.558 0.549
p0756,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),252,6,"History, Religion & Society",History & Religion,9.4293,-1.2236,119,"This subject explores the precarious balance between the ideal of democracy and histories of authoritarianism in Latin America. Using case studies from different historical contexts, the class examines continuities and ruptures in Latin American political history, and the cultural contexts in which populisms of the left or right, and authoritarian regimes, emerge or recede. This subject encourages students to consider political theory in relation to historical and cultural specificity. Key questions addressed include; what political cultures are associated with democratic, authoritarian and populist forms of rule? What role do struggles over memories of authoritarian pasts play in contemporary democracies? How do democracies evolve into dictatorships, and dictatorships into democracies? Previous study of international relations is helpful, but not required.",p1217 p1252 p1213 p1216 p1233,0.991 0.614 0.543 0.540 0.533
p0757,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),252,4,"Media, Film & Visual Arts",Media & Film,6.9444,-0.1418,135,"This course explores the history and practice of ethnographic field research and engages central debates about ethnographic method. The readings prompt deeper reflection on doing field research, and challenges students to think about anthropological ways of knowing. Students will be required to carry out field research, define and design a project, recording (through field notes or other methods) every step of the way. This is thus a writing- and field research-intensive course. It is organized into several practical components—constituting “the field,” participant-observation (“deep hanging out”), interviewing, and writing up findings. Students will get the chance to put several key methods into practice —analyzing spaces, collecting life histories, doing semistructured interviews and conducting participant-observation. Students will also have the option to experiment with other methods of collecting data, including the use of photography or digital video.",p1073 p0931 p0952 p0985 p0381,0.607 0.585 0.562 0.561 0.559
p0758,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Cultural Anthropology (CULANTH),253,6,"History, Religion & Society",History & Religion,8.2399,-0.5327,88,"Explores the food system through fieldwork, study, and guest lectures that include farmers, nutritionists, sustainable agriculture advocates, rural organizers, and farmworker activists. Examines how food is produced, seeks to identify and understand its workers and working conditions in fields and factories, and, using documentary research conducted in the field and other means, unpacks the major current issues in the food justice arena globally and locally. Fieldwork required, but no advanced technological experience necessary. At least one group field trip, perhaps to a local farm or farmers market, required.",p0936 p0757 p0619 p0959 p0611,0.611 0.518 0.437 0.412 0.400
